"url","twitterUrl","id","text","retweetCount","replyCount","likeCount","quoteCount","createdAt","bookmarkCount","isRetweet","isQuote"
"https://x.com/howoonuggets/status/1912989900804370797","https://twitter.com/howoonuggets/status/1912989900804370797","1912989900804370797","What if #SoonHoon Filo AU with Jeepney driver Soonyoung at ang asawa niyang si Jihoon na lagi siyang pinag iingat. https://t.co/wQMK497olN","3","0","15","0","Thu Apr 17 22:01:48 +0000 2025","4","false","true"
"https://x.com/BeAnINQUIRER/status/1912792962037424326","https://twitter.com/BeAnINQUIRER/status/1912792962037424326","1912792962037424326","Meanwhile, social media users praised the jeepney driver for letting his pet stay by his side and the dog for being well-behaved. | @edlyrandioINQ","1","1","0","0","Thu Apr 17 08:59:14 +0000 2025","0","false","false"
"https://x.com/ABSCBNNews/status/1912765470786154602","https://twitter.com/ABSCBNNews/status/1912765470786154602","1912765470786154602","From ‘manong’ to ‘ahjussi’: Lipa jeepney driver wows netizens with Korean skills https://t.co/xPqyKScs9W","1","0","2","0","Thu Apr 17 07:10:00 +0000 2025","1","false","false"
"https://x.com/lordesummer/status/1912702228256944479","https://twitter.com/lordesummer/status/1912702228256944479","1912702228256944479","Taylor Swift ang playlists ni Kuyang Jeepney Driver 💗","0","0","1","0","Thu Apr 17 02:58:42 +0000 2025","0","false","false"
"https://x.com/D_anpanman/status/1912525828132597939","https://twitter.com/D_anpanman/status/1912525828132597939","1912525828132597939","sabay sabay ba naman nag mass stream mga tatay ng sunday tsaka mga jeepney at fx driver 😎

thank u po 😎 patuloy po nating suportahan si jay 🥰","0","0","2","0","Wed Apr 16 15:17:45 +0000 2025","0","false","true"
"https://x.com/dreadfuldeceit/status/1912508354112696598","https://twitter.com/dreadfuldeceit/status/1912508354112696598","1912508354112696598","@syoinjail yes MAFUYU JEEPNEY DRIVER PEAKKK","0","0","1","0","Wed Apr 16 14:08:18 +0000 2025","0","false","false"
"https://x.com/hearleorawr/status/1912447333905887383","https://twitter.com/hearleorawr/status/1912447333905887383","1912447333905887383","omg thank you kuya jeepney driver!!! kulang barya ko pero tinanggap niya 🥹🥹 sorry po huhuhu","0","0","2","0","Wed Apr 16 10:05:50 +0000 2025","0","false","false"
"https://x.com/luvs4ymshr/status/1912400509354549573","https://twitter.com/luvs4ymshr/status/1912400509354549573","1912400509354549573","@plrise feeling ko siya yung type na naupo sa tabi ng jeepney driver tapos nakikipagtitigan sa mga pasahero sa likod sa salamin HAHAHAHA","0","1","15","0","Wed Apr 16 06:59:46 +0000 2025","0","false","false"
"https://x.com/nueieun/status/1912341127551762556","https://twitter.com/nueieun/status/1912341127551762556","1912341127551762556","super thoughtful talaga ng mga jeepney driver na naglalagay ng mini fan sa harap para sa passenger princess nila. i'm super duper thankful po &gt;.&lt;","0","0","0","0","Wed Apr 16 03:03:49 +0000 2025","0","false","false"
"https://x.com/PWEETERZONE/status/1912335256658813159","https://twitter.com/PWEETERZONE/status/1912335256658813159","1912335256658813159","My kwentong jeepney:
I was in Diliman and sumakay ako ng jeep na pa-Quezon Av. Umupo ako sa tabi ni Manong Driver and nagkwentuhan pa kame. Sobrang bangag ko from work, bumaba ako ng jeep without giving my bayad. Wondering why may barya sa pocket ko which is intended for the fare","0","2","2","0","Wed Apr 16 02:40:29 +0000 2025","0","false","true"
